,No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
14157,14158,2011,8,13,21,2,-1,-1,-1,131,25.0,83.0,1001.0,28.0,SE,54.12,0.0,0.0
14158,14159,2011,8,13,22,2,-1,-1,-1,135,26.0,88.0,1001.0,28.0,SE,55.01,0.0,0.0
14159,14160,2011,8,13,23,2,-1,-1,-1,125,25.0,83.0,1001.0,28.0,SE,56.8,0.0,0.0
14160,14161,2011,8,14,0,2,-1,-1,-1,138,25.0,83.0,1001.0,28.0,SE,58.59,0.0,0.0
14161,14162,2011,8,14,1,2,-1,-1,-1,153,25.0,83.0,1001.0,28.0,SE,60.38,0.0,0.0
14162,14163,2011,8,14,2,2,-1,-1,-1,31,22.0,94.0,1001.0,23.0,NW,4.02,55.7,55.7
14163,14164,2011,8,14,3,2,-1,-1,-1,47,24.0,100.0,1001.0,24.0,SE,3.13,18.4,74.1
14164,14165,2011,8,14,4,2,-1,-1,-1,56,23.0,94.0,1001.0,24.0,NW,4.02,0.0,0.0
14165,14166,2011,8,14,5,2,-1,-1,-1,46,23.0,94.0,1001.0,24.0,NW,5.81,0.0,0.0
14166,14167,2011,8,14,6,2,-1,-1,-1,33,23.0,94.0,1002.0,24.0,NE,1.79,0.0,0.0
14167,14168,2011,8,14,7,2,-1,-1,-1,40,24.0,100.0,1002.0,24.0,NE,0.89,0.0,0.0
14168,14169,2011,8,14,8,2,-1,-1,-1,41,24.0,94.0,1002.0,25.0,NE,1.79,0.0,0.0
14169,14170,2011,8,14,9,2,-1,-1,-1,65,25.0,88.0,1003.0,27.0,SE,0.89,0.0,0.0
14170,14171,2011,8,14,10,2,-1,-1,-1,110,26.0,88.0,1003.0,28.0,SE,1.79,0.0,0.0
14171,14172,2011,8,14,11,2,-1,-1,-1,108,26.0,88.0,1002.0,28.0,SE,3.58,0.0,0.0
14172,14173,2011,8,14,12,2,-1,-1,-1,93,26.0,83.0,1002.0,29.0,SE,5.37,0.0,0.0
14173,14174,2011,8,14,13,2,-1,-1,-1,107,25.0,83.0,1002.0,28.0,SE,7.16,0.0,0.0
14174,14175,2011,8,14,14,2,-1,-1,-1,100,26.0,88.0,1002.0,28.0,SE,8.95,0.0,0.0
14175,14176,2011,8,14,15,2,-1,-1,-1,97,25.0,83.0,1002.0,28.0,SE,10.74,0.0,0.0
14176,14177,2011,8,14,16,2,-1,-1,-1,120,26.0,94.0,1002.0,27.0,NW,0.89,0.3,0.3
14177,14178,2011,8,14,17,2,-1,-1,-1,122,26.0,94.0,1001.0,27.0,NW,1.78,5.8,6.1
14178,14179,2011,8,14,18,2,-1,-1,-1,128,26.0,100.0,1002.0,26.0,NW,3.13,7.2,13.3
14179,14180,2011,8,14,19,2,-1,-1,-1,158,25.0,100.0,1002.0,25.0,SE,3.13,0.0,0.0
14180,14181,2011,8,14,20,2,-1,-1,-1,206,25.0,100.0,1002.0,25.0,SE,6.26,0.0,0.0
14181,14182,2011,8,14,21,2,-1,-1,-1,221,25.0,100.0,1002.0,25.0,NE,0.89,1.8,1.8
14182,14183,2011,8,14,22,2,-1,-1,-1,156,25.0,100.0,1003.0,25.0,NE,3.13,12.6,14.4
14183,14184,2011,8,14,23,2,-1,-1,-1,165,24.0,100.0,1003.0,24.0,SE,3.13,0.6,15.0
14184,14185,2011,8,15,0,2,-1,-1,-1,160,24.0,94.0,1003.0,25.0,NE,1.79,0.0,0.0
14185,14186,2011,8,15,1,2,-1,-1,-1,175,24.0,100.0,1002.0,24.0,SE,1.79,0.2,0.2
14186,14187,2011,8,15,2,2,-1,-1,-1,158,24.0,100.0,1002.0,24.0,SE,4.92,3.6,3.8
14187,14188,2011,8,15,3,2,-1,-1,-1,137,24.0,100.0,1001.0,24.0,SE,8.05,1.4,5.2
14188,14189,2011,8,15,4,2,-1,-1,-1,128,24.0,94.0,1001.0,25.0,SE,9.84,1.8,7.0
14189,14190,2011,8,15,5,2,-1,-1,-1,126,24.0,94.0,1001.0,25.0,SE,11.63,4.3,11.3
14190,14191,2011,8,15,6,2,-1,-1,-1,124,24.0,94.0,1001.0,25.0,SE,14.76,0.1,11.4
14191,14192,2011,8,15,7,2,-1,-1,-1,109,24.0,94.0,1001.0,25.0,SE,16.55,0.1,11.5
14192,14193,2011,8,15,8,2,-1,-1,-1,107,24.0,94.0,1002.0,25.0,SE,18.34,0.0,0.0
14193,14194,2011,8,15,9,2,-1,-1,-1,99,24.0,100.0,1002.0,24.0,SE,20.13,0.1,0.1
14194,14195,2011,8,15,10,2,-1,-1,-1,143,24.0,94.0,1002.0,25.0,SE,21.92,0.0,0.0
14195,14196,2011,8,15,11,2,-1,-1,-1,118,24.0,94.0,1002.0,25.0,NE,1.79,1.5,1.5
14196,14197,2011,8,15,12,2,-1,-1,-1,116,24.0,100.0,1002.0,24.0,NE,4.92,0.4,1.9
14197,14198,2011,8,15,13,2,-1,-1,-1,109,24.0,100.0,1002.0,24.0,NE,8.05,0.0,0.0
14198,14199,2011,8,15,14,2,-1,-1,-1,109,23.0,94.0,1002.0,24.0,SE,1.79,0.0,0.0
14199,14200,2011,8,15,15,2,-1,-1,-1,109,24.0,94.0,1002.0,25.0,NE,0.89,0.0,0.0
14200,14201,2011,8,15,16,2,-1,-1,-1,87,24.0,88.0,1002.0,26.0,NE,1.79,0.0,0.0
14201,14202,2011,8,15,17,2,-1,-1,-1,100,24.0,88.0,1002.0,26.0,SE,0.89,0.0,0.0
14202,14203,2011,8,15,18,2,-1,-1,-1,117,24.0,94.0,1002.0,25.0,SE,1.78,0.0,0.0
14203,14204,2011,8,15,19,2,-1,-1,-1,107,24.0,94.0,1002.0,25.0,SE,0.89,0.0,0.0
14204,14205,2011,8,15,20,2,-1,-1,-1,110,24.0,94.0,1003.0,25.0,NW,1.79,0.0,0.0
14205,14206,2011,8,15,21,2,-1,-1,-1,107,24.0,94.0,1003.0,25.0,NE,1.79,0.4,0.4
14206,14207,2011,8,15,22,2,-1,-1,-1,38,22.0,83.0,1003.0,25.0,NW,4.02,0.0,0.0
14207,14208,2011,8,15,23,2,-1,-1,-1,10,21.0,78.0,1003.0,25.0,NE,3.13,0.0,0.0
14208,14209,2011,8,16,0,2,-1,-1,-1,7,21.0,83.0,1003.0,24.0,NE,4.92,1.5,1.5
14209,14210,2011,8,16,1,2,-1,-1,-1,6,22.0,94.0,1003.0,23.0,NE,0.89,0.3,1.8
14210,14211,2011,8,16,2,2,-1,-1,-1,9,22.0,94.0,1003.0,23.0,NE,0.89,0.1,1.9
14211,14212,2011,8,16,3,2,-1,-1,-1,8,22.0,94.0,1003.0,23.0,NW,0.89,0.4,2.3
14212,14213,2011,8,16,4,2,-1,-1,-1,8,21.0,88.0,1003.0,23.0,NW,4.02,0.0,0.0
14213,14214,2011,8,16,5,2,-1,-1,-1,17,21.0,88.0,1003.0,23.0,NW,7.15,0.0,0.0
14214,14215,2011,8,16,6,2,-1,-1,-1,21,21.0,88.0,1003.0,23.0,NW,11.17,0.0,0.0
14215,14216,2011,8,16,7,2,-1,-1,-1,16,21.0,83.0,1003.0,24.0,NW,14.3,0.0,0.0
14216,14217,2011,8,16,8,2,-1,-1,-1,17,21.0,78.0,1004.0,25.0,NW,18.32,0.0,0.0
14217,14218,2011,8,16,9,2,-1,-1,-1,13,22.0,74.0,1004.0,27.0,NW,21.45,0.0,0.0
14218,14219,2011,8,16,10,2,-1,-1,-1,7,21.0,65.0,1004.0,28.0,NW,25.47,0.0,0.0
14219,14220,2011,8,16,11,2,-1,-1,-1,7,19.0,51.0,1004.0,30.0,NW,30.39,0.0,0.0
14220,14221,2011,8,16,12,2,-1,-1,-1,11,19.0,48.0,1004.0,31.0,NE,4.02,0.0,0.0
14221,14222,2011,8,16,13,2,-1,-1,-1,7,18.0,45.0,1004.0,31.0,NE,8.04,0.0,0.0
14222,14223,2011,8,16,14,2,-1,-1,-1,4,18.0,43.0,1003.0,32.0,NE,12.06,0.0,0.0
14223,14224,2011,8,16,15,2,-1,-1,-1,4,17.0,40.0,1003.0,32.0,SE,3.13,0.0,0.0
14224,14225,2011,8,16,16,2,-1,-1,-1,8,17.0,40.0,1003.0,32.0,SE,4.92,0.0,0.0
14225,14226,2011,8,16,17,2,-1,-1,-1,17,18.0,43.0,1003.0,32.0,SE,8.05,0.0,0.0
14226,14227,2011,8,16,18,2,-1,-1,-1,24,19.0,51.0,1003.0,30.0,SE,9.84,0.0,0.0
14227,14228,2011,8,16,19,2,-1,-1,-1,35,19.0,54.0,1003.0,29.0,SE,13.86,0.0,0.0
14228,14229,2011,8,16,20,2,-1,-1,-1,32,21.0,69.0,1004.0,27.0,SE,16.99,0.0,0.0
14229,14230,2011,8,16,21,2,-1,-1,-1,37,21.0,69.0,1005.0,27.0,SE,20.12,0.0,0.0
14230,14231,2011,8,16,22,2,-1,-1,-1,45,21.0,69.0,1006.0,27.0,SE,21.91,0.0,0.0
14231,14232,2011,8,16,23,2,-1,-1,-1,45,22.0,78.0,1006.0,26.0,SE,23.7,0.0,0.0
14232,14233,2011,8,17,0,2,-1,-1,-1,51,22.0,88.0,1006.0,24.0,SE,0.89,0.0,0.0
14233,14234,2011,8,17,1,2,-1,-1,-1,67,22.0,94.0,1006.0,23.0,SE,1.79,0.0,0.0
14234,14235,2011,8,17,2,2,-1,-1,-1,68,22.0,94.0,1006.0,23.0,NE,0.89,0.0,0.0
14235,14236,2011,8,17,3,2,-1,-1,-1,66,22.0,100.0,1006.0,22.0,NE,1.78,0.0,0.0
14236,14237,2011,8,17,4,2,-1,-1,-1,63,22.0,100.0,1006.0,22.0,NE,2.67,0.0,0.0
14237,14238,2011,8,17,5,2,-1,-1,-1,74,22.0,100.0,1006.0,22.0,NE,0.89,0.0,0.0
14238,14239,2011,8,17,6,2,-1,-1,-1,74,22.0,100.0,1006.0,22.0,NE,0.89,0.0,0.0
14239,14240,2011,8,17,7,2,-1,-1,-1,69,23.0,100.0,1007.0,23.0,SE,0.89,0.0,0.0
14240,14241,2011,8,17,8,2,-1,-1,-1,59,23.0,88.0,1007.0,25.0,SE,1.78,0.0,0.0
14241,14242,2011,8,17,9,2,-1,-1,-1,69,23.0,83.0,1007.0,26.0,SE,2.67,0.0,0.0
14242,14243,2011,8,17,10,2,-1,-1,-1,88,23.0,74.0,1007.0,28.0,SE,1.79,0.0,0.0
14243,14244,2011,8,17,11,2,-1,-1,-1,88,23.0,78.0,1007.0,27.0,NW,4.92,0.0,0.0
14244,14245,2011,8,17,12,2,-1,-1,-1,67,23.0,83.0,1008.0,26.0,NW,9.84,0.0,0.0
14245,14246,2011,8,17,13,2,-1,-1,-1,48,23.0,83.0,1007.0,26.0,NE,1.79,0.0,0.0
14246,14247,2011,8,17,14,2,-1,-1,-1,37,22.0,74.0,1007.0,27.0,NW,3.13,0.0,0.0
14247,14248,2011,8,17,15,2,-1,-1,-1,37,22.0,74.0,1007.0,27.0,NW,8.05,0.0,0.0
14248,14249,2011,8,17,16,2,-1,-1,-1,22,19.0,65.0,1007.0,26.0,NW,12.97,0.0,0.0
14249,14250,2011,8,17,17,2,-1,-1,-1,16,20.0,73.0,1008.0,25.0,NW,17.89,0.2,0.2
14250,14251,2011,8,17,18,2,-1,-1,-1,29,18.0,65.0,1009.0,25.0,NW,23.7,0.1,0.3
14251,14252,2011,8,17,19,2,-1,-1,-1,31,18.0,69.0,1008.0,24.0,NW,26.83,0.1,0.4
14252,14253,2011,8,17,20,2,-1,-1,-1,25,19.0,78.0,1009.0,23.0,NW,30.85,0.1,0.5
14253,14254,2011,8,17,21,2,-1,-1,-1,19,19.0,78.0,1010.0,23.0,NW,34.87,0.0,0.0
14254,14255,2011,8,17,22,2,-1,-1,-1,17,18.0,73.0,1010.0,23.0,NW,38.89,0.0,0.0
14255,14256,2011,8,17,23,2,-1,-1,-1,16,18.0,73.0,1009.0,23.0,NW,42.91,0.0,0.0
14256,14257,2011,8,18,0,2,-1,-1,-1,16,18.0,73.0,1009.0,23.0,SE,3.13,0.0,0.0
14257,14258,2011,8,18,1,2,-1,-1,-1,18,18.0,73.0,1010.0,23.0,SE,4.92,0.0,0.0
14258,14259,2011,8,18,2,2,-1,-1,-1,7,19.0,78.0,1009.0,23.0,SE,6.71,0.0,0.0
14259,14260,2011,8,18,3,2,-1,-1,-1,3,19.0,78.0,1009.0,23.0,NW,0.89,0.0,0.0
14260,14261,2011,8,18,4,2,-1,-1,-1,2,19.0,88.0,1009.0,21.0,NE,0.89,0.0,0.0
14261,14262,2011,8,18,5,2,-1,-1,-1,5,19.0,93.0,1010.0,20.0,NE,1.78,0.0,0.0
14262,14263,2011,8,18,6,2,-1,-1,-1,10,19.0,93.0,1010.0,20.0,NE,0.89,0.0,0.0
14263,14264,2011,8,18,7,2,-1,-1,-1,12,20.0,88.0,1011.0,22.0,SE,0.89,0.0,0.0
14264,14265,2011,8,18,8,2,-1,-1,-1,11,18.0,69.0,1011.0,24.0,NW,3.13,0.0,0.0
14265,14266,2011,8,18,9,2,-1,-1,-1,10,17.0,57.0,1011.0,26.0,NW,6.26,0.0,0.0
14266,14267,2011,8,18,10,2,-1,-1,-1,8,17.0,54.0,1011.0,27.0,NW,9.39,0.0,0.0
14267,14268,2011,8,18,11,2,-1,-1,-1,9,16.0,48.0,1011.0,28.0,NW,1.79,0.0,0.0
14268,14269,2011,8,18,12,2,-1,-1,-1,18,16.0,45.0,1010.0,29.0,NW,3.58,0.0,0.0
14269,14270,2011,8,18,13,2,-1,-1,-1,22,15.0,37.0,1010.0,31.0,NW,1.79,0.0,0.0
14270,14271,2011,8,18,14,2,-1,-1,-1,29,16.0,40.0,1010.0,31.0,SE,1.79,0.0,0.0
14271,14272,2011,8,18,15,2,-1,-1,-1,23,16.0,38.0,1009.0,32.0,SE,4.92,0.0,0.0
14272,14273,2011,8,18,16,2,-1,-1,-1,21,19.0,48.0,1009.0,31.0,SE,9.84,0.0,0.0
14273,14274,2011,8,18,17,2,-1,-1,-1,29,19.0,54.0,1010.0,29.0,SE,16.99,0.0,0.0
14274,14275,2011,8,18,18,2,-1,-1,-1,37,19.0,61.0,1010.0,27.0,SE,21.91,0.0,0.0
14275,14276,2011,8,18,19,2,-1,-1,-1,37,20.0,69.0,1010.0,26.0,SE,26.83,0.0,0.0
14276,14277,2011,8,18,20,2,-1,-1,-1,49,20.0,78.0,1011.0,24.0,SE,29.96,0.0,0.0
14277,14278,2011,8,18,21,2,-1,-1,-1,44,20.0,78.0,1012.0,24.0,SE,33.98,0.0,0.0
14278,14279,2011,8,18,22,2,-1,-1,-1,47,21.0,88.0,1012.0,23.0,SE,37.11,0.0,0.0
14279,14280,2011,8,18,23,2,-1,-1,-1,48,21.0,88.0,1012.0,23.0,SE,40.24,0.0,0.0
14280,14281,2011,8,19,0,2,-1,-1,-1,55,21.0,94.0,1012.0,22.0,SE,43.37,0.0,0.0
14281,14282,2011,8,19,1,2,-1,-1,-1,61,21.0,94.0,1012.0,22.0,SE,44.26,0.0,0.0
14282,14283,2011,8,19,2,2,-1,-1,-1,56,21.0,100.0,1012.0,21.0,SE,46.05,0.0,0.0
14283,14284,2011,8,19,3,2,-1,-1,-1,51,20.0,94.0,1012.0,21.0,SE,0.89,0.0,0.0
14284,14285,2011,8,19,4,2,-1,-1,-1,62,20.0,94.0,1012.0,21.0,SE,0.89,0.0,0.0
14285,14286,2011,8,19,5,2,-1,-1,-1,63,20.0,94.0,1012.0,21.0,SE,0.89,0.0,0.0
14286,14287,2011,8,19,6,2,-1,-1,-1,60,20.0,100.0,1013.0,20.0,SE,0.89,0.0,0.0
14287,14288,2011,8,19,7,2,-1,-1,-1,75,21.0,94.0,1012.0,22.0,NE,0.89,0.0,0.0
14288,14289,2011,8,19,8,2,-1,-1,-1,77,22.0,88.0,1013.0,24.0,NE,1.78,0.0,0.0
14289,14290,2011,8,19,9,2,-1,-1,-1,67,22.0,83.0,1013.0,25.0,NE,2.67,0.0,0.0
14290,14291,2011,8,19,10,2,-1,-1,-1,87,22.0,74.0,1013.0,27.0,NE,1.79,0.0,0.0
14291,14292,2011,8,19,11,2,-1,-1,-1,81,21.0,62.0,1013.0,29.0,SE,3.13,0.0,0.0
14292,14293,2011,8,19,12,2,-1,-1,-1,59,22.0,65.0,1013.0,29.0,SE,4.02,0.0,0.0
14293,14294,2011,8,19,13,2,-1,-1,-1,48,19.0,54.0,1012.0,29.0,SE,8.94,0.0,0.0
14294,14295,2011,8,19,14,2,-1,-1,-1,54,20.0,55.0,1012.0,30.0,SE,12.96,0.0,0.0
14295,14296,2011,8,19,15,2,-1,-1,-1,48,18.0,48.0,1011.0,30.0,SE,16.98,0.0,0.0
14296,14297,2011,8,19,16,2,-1,-1,-1,42,17.0,48.0,1011.0,29.0,SE,21.0,0.0,0.0
14297,14298,2011,8,19,17,2,-1,-1,-1,34,18.0,48.0,1011.0,30.0,SE,24.13,0.0,0.0
14298,14299,2011,8,19,18,2,-1,-1,-1,48,19.0,58.0,1011.0,28.0,SE,27.26,0.0,0.0
14299,14300,2011,8,19,19,2,-1,-1,-1,54,19.0,65.0,1011.0,26.0,SE,30.39,0.0,0.0
14300,14301,2011,8,19,20,2,-1,-1,-1,50,19.0,69.0,1012.0,25.0,SE,34.41,0.0,0.0
14301,14302,2011,8,19,21,2,-1,-1,-1,51,19.0,78.0,1012.0,23.0,SE,36.2,0.0,0.0
14302,14303,2011,8,19,22,2,-1,-1,-1,69,19.0,83.0,1012.0,22.0,SE,37.99,0.0,0.0
14303,14304,2011,8,19,23,2,-1,-1,-1,67,19.0,88.0,1012.0,21.0,SE,39.78,0.0,0.0
14304,14305,2011,8,20,0,2,-1,-1,-1,68,20.0,88.0,1012.0,22.0,SE,41.57,0.0,0.0
14305,14306,2011,8,20,1,2,-1,-1,-1,85,19.0,88.0,1012.0,21.0,SE,43.36,0.0,0.0
14306,14307,2011,8,20,2,2,-1,-1,-1,76,19.0,93.0,1013.0,20.0,SE,45.15,0.0,0.0
14307,14308,2011,8,20,3,2,-1,-1,-1,81,20.0,100.0,1013.0,20.0,SE,46.94,0.0,0.0
14308,14309,2011,8,20,4,2,-1,-1,-1,82,19.0,100.0,1013.0,19.0,NE,1.79,0.0,0.0
14309,14310,2011,8,20,5,2,-1,-1,-1,96,19.0,100.0,1013.0,19.0,NE,3.58,0.0,0.0
14310,14311,2011,8,20,6,2,-1,-1,-1,89,19.0,93.0,1013.0,20.0,NE,5.37,0.0,0.0
14311,14312,2011,8,20,7,2,-1,-1,-1,120,21.0,100.0,1013.0,21.0,NE,0.89,0.0,0.0
14312,14313,2011,8,20,8,2,-1,-1,-1,124,21.0,94.0,1013.0,22.0,NE,1.78,0.0,0.0
14313,14314,2011,8,20,9,2,-1,-1,-1,106,21.0,83.0,1013.0,24.0,NE,1.79,0.0,0.0
14314,14315,2011,8,20,10,2,-1,-1,-1,79,22.0,74.0,1013.0,27.0,SE,0.89,0.0,0.0
14315,14316,2011,8,20,11,2,-1,-1,-1,85,21.0,65.0,1013.0,28.0,SE,1.78,0.0,0.0
14316,14317,2011,8,20,12,2,-1,-1,-1,92,21.0,58.0,1012.0,30.0,SE,1.79,0.0,0.0
14317,14318,2011,8,20,13,2,-1,-1,-1,99,20.0,52.0,1012.0,31.0,SE,3.58,0.0,0.0
14318,14319,2011,8,20,14,2,-1,-1,-1,97,20.0,49.0,1011.0,32.0,SE,6.71,0.0,0.0
14319,14320,2011,8,20,15,2,-1,-1,-1,74,21.0,55.0,1010.0,31.0,SE,9.84,0.0,0.0
14320,14321,2011,8,20,16,2,-1,-1,-1,54,20.0,52.0,1010.0,31.0,SE,13.86,0.0,0.0
14321,14322,2011,8,20,17,2,-1,-1,-1,47,20.0,52.0,1010.0,31.0,SE,16.99,0.0,0.0
14322,14323,2011,8,20,18,2,-1,-1,-1,45,20.0,58.0,1010.0,29.0,SE,21.01,0.0,0.0
14323,14324,2011,8,20,19,2,-1,-1,-1,44,20.0,65.0,1011.0,27.0,SE,24.14,0.0,0.0
14324,14325,2011,8,20,20,2,-1,-1,-1,54,20.0,73.0,1011.0,25.0,SE,27.27,0.0,0.0
14325,14326,2011,8,20,21,2,-1,-1,-1,45,20.0,73.0,1011.0,25.0,SE,31.29,0.0,0.0
14326,14327,2011,8,20,22,2,-1,-1,-1,57,21.0,88.0,1012.0,23.0,SE,0.89,0.0,0.0
14327,14328,2011,8,20,23,2,-1,-1,-1,60,20.0,88.0,1012.0,22.0,SE,1.79,0.0,0.0
14328,14329,2011,8,21,0,2,-1,-1,-1,61,21.0,94.0,1012.0,22.0,SE,2.68,0.0,0.0
14329,14330,2011,8,21,1,2,-1,-1,-1,73,20.0,94.0,1011.0,21.0,SE,4.47,0.0,0.0
14330,14331,2011,8,21,2,2,-1,-1,-1,90,20.0,94.0,1012.0,21.0,NE,1.79,0.0,0.0
14331,14332,2011,8,21,3,2,-1,-1,-1,92,20.0,94.0,1012.0,21.0,NE,2.68,0.0,0.0
14332,14333,2011,8,21,4,2,-1,-1,-1,105,19.0,93.0,1012.0,20.0,NE,0.89,0.0,0.0
14333,14334,2011,8,21,5,2,-1,-1,-1,102,19.0,100.0,1012.0,19.0,NE,0.89,0.0,0.0
14334,14335,2011,8,21,6,2,-1,-1,-1,110,20.0,100.0,1012.0,20.0,NE,1.78,0.0,0.0
14335,14336,2011,8,21,7,2,-1,-1,-1,118,21.0,94.0,1012.0,22.0,NW,0.89,0.0,0.0
14336,14337,2011,8,21,8,2,-1,-1,-1,107,22.0,88.0,1012.0,24.0,NW,1.78,0.0,0.0
14337,14338,2011,8,21,9,2,-1,-1,-1,92,22.0,83.0,1012.0,25.0,NW,1.79,0.0,0.0
14338,14339,2011,8,21,10,2,-1,-1,-1,85,22.0,69.0,1011.0,28.0,SE,0.89,0.0,0.0
14339,14340,2011,8,21,11,2,-1,-1,-1,91,22.0,69.0,1011.0,28.0,SE,1.79,0.0,0.0
14340,14341,2011,8,21,12,2,-1,-1,-1,100,22.0,62.0,1010.0,30.0,SE,1.79,0.0,0.0
14341,14342,2011,8,21,13,2,-1,-1,-1,79,22.0,58.0,1010.0,31.0,SE,1.79,0.0,0.0
14342,14343,2011,8,21,14,2,-1,-1,-1,48,21.0,55.0,1009.0,31.0,SE,5.81,0.0,0.0
14343,14344,2011,8,21,15,2,-1,-1,-1,52,19.0,46.0,1008.0,32.0,SE,11.62,0.0,0.0
14344,14345,2011,8,21,16,2,-1,-1,-1,69,19.0,48.0,1008.0,31.0,SE,16.54,0.0,0.0
14345,14346,2011,8,21,17,2,-1,-1,-1,71,21.0,58.0,1008.0,30.0,SE,20.56,0.0,0.0
14346,14347,2011,8,21,18,2,-1,-1,-1,72,18.0,51.0,1008.0,29.0,SE,25.48,0.0,0.0
14347,14348,2011,8,21,19,2,-1,-1,-1,77,19.0,61.0,1009.0,27.0,SE,28.61,0.0,0.0
14348,14349,2011,8,21,20,2,-1,-1,-1,92,21.0,83.0,1011.0,24.0,NE,1.79,0.0,0.0
14349,14350,2011,8,21,21,2,-1,-1,-1,-1,21.0,83.0,1011.0,24.0,SE,0.89,0.0,0.0
14350,14351,2011,8,21,22,2,-1,-1,-1,-1,21.0,78.0,1009.0,25.0,SE,5.81,0.0,0.0
14351,14352,2011,8,21,23,2,-1,-1,-1,104,20.0,83.0,1010.0,23.0,SE,0.89,0.0,0.0
14352,14353,2011,8,22,0,2,-1,-1,-1,106,21.0,94.0,1011.0,22.0,SE,1.78,0.0,0.0
14353,14354,2011,8,22,1,2,-1,-1,-1,120,20.0,94.0,1010.0,21.0,SE,1.79,0.0,0.0
14354,14355,2011,8,22,2,2,-1,-1,-1,127,21.0,94.0,1010.0,22.0,SE,4.92,0.0,0.0
14355,14356,2011,8,22,3,2,-1,-1,-1,145,20.0,94.0,1010.0,21.0,NE,1.79,0.0,0.0
14356,14357,2011,8,22,4,2,-1,-1,-1,134,20.0,100.0,1010.0,20.0,NW,0.89,0.0,0.0
14357,14358,2011,8,22,5,2,-1,-1,-1,139,20.0,100.0,1010.0,20.0,NW,1.78,0.0,0.0
14358,14359,2011,8,22,6,2,-1,-1,-1,81,19.0,93.0,1011.0,20.0,NW,2.67,0.0,0.0
14359,14360,2011,8,22,7,2,-1,-1,-1,53,20.0,94.0,1011.0,21.0,NW,1.79,0.0,0.0
14360,14361,2011,8,22,8,2,-1,-1,-1,97,20.0,78.0,1012.0,24.0,NW,0.89,0.0,0.0
14361,14362,2011,8,22,9,2,-1,-1,-1,94,20.0,73.0,1012.0,25.0,NW,1.79,0.0,0.0
14362,14363,2011,8,22,10,2,-1,-1,-1,99,20.0,65.0,1012.0,27.0,SE,0.89,0.0,0.0
14363,14364,2011,8,22,11,2,-1,-1,-1,110,19.0,54.0,1012.0,29.0,SE,1.78,0.0,0.0
14364,14365,2011,8,22,12,2,-1,-1,-1,117,20.0,55.0,1011.0,30.0,SE,3.57,0.0,0.0
14365,14366,2011,8,22,13,2,-1,-1,-1,114,19.0,51.0,1011.0,30.0,SE,5.36,0.0,0.0
14366,14367,2011,8,22,14,2,-1,-1,-1,92,19.0,48.0,1010.0,31.0,SE,3.13,0.0,0.0
14367,14368,2011,8,22,15,2,-1,-1,-1,74,17.0,45.0,1010.0,30.0,SE,7.15,0.0,0.0
14368,14369,2011,8,22,16,2,-1,-1,-1,81,17.0,45.0,1010.0,30.0,SE,11.17,0.0,0.0
14369,14370,2011,8,22,17,2,-1,-1,-1,98,17.0,48.0,1010.0,29.0,SE,15.19,0.0,0.0
14370,14371,2011,8,22,18,2,-1,-1,-1,120,18.0,54.0,1011.0,28.0,SE,18.32,0.0,0.0
14371,14372,2011,8,22,19,2,-1,-1,-1,113,18.0,61.0,1012.0,26.0,SE,20.11,0.0,0.0
14372,14373,2011,8,22,20,2,-1,-1,-1,104,20.0,83.0,1011.0,23.0,NE,0.89,0.0,0.0
14373,14374,2011,8,22,21,2,-1,-1,-1,-1,19.0,61.0,1011.0,27.0,NE,4.02,0.0,0.0
14374,14375,2011,8,22,22,2,-1,-1,-1,-1,20.0,78.0,1012.0,24.0,NE,4.91,0.0,0.0
14375,14376,2011,8,22,23,2,-1,-1,-1,130,20.0,83.0,1012.0,23.0,NE,5.8,0.0,0.0
14376,14377,2011,8,23,0,2,-1,-1,-1,-1,21.0,94.0,1012.0,22.0,NE,1.79,0.0,0.0
14377,14378,2011,8,23,1,2,-1,-1,-1,-1,21.0,88.0,1012.0,23.0,NW,0.89,0.0,0.0
14378,14379,2011,8,23,2,2,-1,-1,-1,-1,21.0,93.0,1012.0,22.0,NW,1.78,0.0,0.0
14379,14380,2011,8,23,3,2,-1,-1,-1,-1,21.0,93.0,1012.0,21.0,NW,2.67,0.0,0.0
14380,14381,2011,8,23,4,2,-1,-1,-1,-1,19.0,93.0,1012.0,20.0,NW,0.89,0.0,0.0
14381,14382,2011,8,23,5,2,-1,-1,-1,-1,18.0,93.0,1013.0,19.0,NW,4.02,0.0,0.0
14382,14383,2011,8,23,6,2,-1,-1,-1,-1,19.0,93.0,1013.0,20.0,NW,5.81,0.0,0.0
14383,14384,2011,8,23,7,2,-1,-1,-1,-1,20.0,94.0,1013.0,21.0,NW,7.6,0.0,0.0
14384,14385,2011,8,23,8,2,-1,-1,-1,-1,20.0,83.0,1013.0,23.0,NE,1.79,0.0,0.0
14385,14386,2011,8,23,9,2,-1,-1,-1,-1,20.0,73.0,1014.0,25.0,NW,1.79,0.0,0.0
14386,14387,2011,8,23,10,2,-1,-1,-1,-1,21.0,73.0,1014.0,26.0,SE,1.79,0.0,0.0
14387,14388,2011,8,23,11,2,-1,-1,-1,-1,21.0,69.0,1013.0,27.0,NE,1.79,0.0,0.0
